|dates|Adams_Colorado_UnitedStates.JHU_ConfirmedCases.data|Adams_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Adams_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Adams_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Adams_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Adams_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|3006.0|0|118.0|0|0.0|0
0|2020-05-28|3006.0|0|118.0|0|0.0|0
0|2020-05-29|3006.0|0|118.0|0|0.0|0
0|2020-05-30|3006.0|0|118.0|0|0.0|0
