|dates|Coahoma_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Coahoma_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Coahoma_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Coahoma_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Coahoma_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Coahoma_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|98.0|0|3.0|0|0.0|0
0|2020-05-25|106.0|0|3.0|0|0.0|0
0|2020-05-26|106.0|0|3.0|0|0.0|0
