|dates|Ottawa_Ohio_UnitedStates.JHU_ConfirmedCases.data|Ottawa_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Ottawa_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Ottawa_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Ottawa_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Ottawa_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|65.0|0|3.0|0|0.0|0
0|2020-05-18|66.0|0|3.0|0|0.0|0
0|2020-05-19|64.0|0|3.0|0|0.0|0
0|2020-05-20|64.0|0|3.0|0|0.0|0
0|2020-05-21|66.0|0|4.0|0|0.0|0
0|2020-05-22|66.0|0|7.0|0|0.0|0
0|2020-05-23|66.0|0|7.0|0|0.0|0
