|dates|Shawano_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Shawano_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Shawano_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Shawano_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Shawano_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Shawano_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|28.0|0|0.0|0|0.0|0
0|2020-05-15|29.0|0|0.0|0|0.0|0
0|2020-05-16|29.0|0|0.0|0|0.0|0
