|dates|Upson_Georgia_UnitedStates.JHU_ConfirmedCases.data|Upson_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Upson_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Upson_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Upson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Upson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|260.0|0|29.0|0|0.0|0
0|2020-05-18|261.0|0|31.0|0|0.0|0
0|2020-05-19|267.0|0|31.0|0|0.0|0
0|2020-05-20|267.0|0|31.0|0|0.0|0
0|2020-05-21|271.0|0|33.0|0|0.0|0
0|2020-05-22|271.0|0|33.0|0|0.0|0
0|2020-05-23|271.0|0|33.0|0|0.0|0
