|dates|Armstrong_Texas_UnitedStates.JHU_ConfirmedCases.data|Armstrong_Texas_UnitedStates.JHU_ConfirmedCases.missing|Armstrong_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Armstrong_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Armstrong_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Armstrong_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2.0|0|0.0|0|0.0|0
0|2020-05-25|2.0|0|0.0|0|0.0|0
0|2020-05-26|2.0|0|0.0|0|0.0|0
