|dates|Campbell_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Campbell_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Campbell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Campbell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Campbell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Campbell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|131.0|0|10.0|0|0.0|0
0|2020-05-18|134.0|0|10.0|0|0.0|0
0|2020-05-19|135.0|0|11.0|0|0.0|0
0|2020-05-20|137.0|0|11.0|0|0.0|0
0|2020-05-21|141.0|0|11.0|0|0.0|0
0|2020-05-22|144.0|0|11.0|0|0.0|0
0|2020-05-23|144.0|0|11.0|0|0.0|0
