|dates|Saline_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Saline_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Saline_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Saline_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Saline_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Saline_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|491.0|0|1.0|0|0.0|0
0|2020-05-28|491.0|0|1.0|0|0.0|0
0|2020-05-29|491.0|0|1.0|0|0.0|0
0|2020-05-30|491.0|0|1.0|0|0.0|0
