|dates|Houston_Alabama_UnitedStates.JHU_ConfirmedCases.data|Houston_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Houston_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Houston_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Houston_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Houston_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|132.0|0|4.0|0|0.0|0
0|2020-05-18|137.0|0|4.0|0|0.0|0
0|2020-05-19|141.0|0|4.0|0|0.0|0
0|2020-05-20|149.0|0|3.0|0|0.0|0
0|2020-05-21|150.0|0|3.0|0|0.0|0
0|2020-05-22|156.0|0|3.0|0|0.0|0
0|2020-05-23|156.0|0|3.0|0|0.0|0
