|dates|Washington_Utah_UnitedStates.JHU_ConfirmedCases.data|Washington_Utah_UnitedStates.JHU_ConfirmedCases.missing|Washington_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|77.0|0|1.0|0|0.0|0
0|2020-05-28|77.0|0|1.0|0|0.0|0
0|2020-05-29|77.0|0|1.0|0|0.0|0
0|2020-05-30|77.0|0|1.0|0|0.0|0
