|dates|Early_Georgia_UnitedStates.JHU_ConfirmedCases.data|Early_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Early_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Early_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Early_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Early_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|239.0|0|30.0|0|0.0|0
0|2020-05-28|239.0|0|30.0|0|0.0|0
0|2020-05-29|239.0|0|30.0|0|0.0|0
0|2020-05-30|239.0|0|30.0|0|0.0|0
