|dates|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|184.0|0|7.0|0|0.0|0
0|2020-05-28|184.0|0|7.0|0|0.0|0
0|2020-05-29|184.0|0|7.0|0|0.0|0
0|2020-05-30|184.0|0|7.0|0|0.0|0
