|dates|Grady_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Grady_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Grady_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Grady_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Grady_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Grady_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|83.0|0|3.0|0|0.0|0
0|2020-05-28|83.0|0|3.0|0|0.0|0
0|2020-05-29|83.0|0|3.0|0|0.0|0
0|2020-05-30|83.0|0|3.0|0|0.0|0
