|dates|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|125.0|0|4.0|0|0.0|0
0|2020-05-18|129.0|0|4.0|0|0.0|0
0|2020-05-19|129.0|0|4.0|0|0.0|0
0|2020-05-20|135.0|0|4.0|0|0.0|0
0|2020-05-21|135.0|0|4.0|0|0.0|0
0|2020-05-22|168.0|0|4.0|0|0.0|0
0|2020-05-23|168.0|0|4.0|0|0.0|0
