|dates|Bailey_Texas_UnitedStates.JHU_ConfirmedCases.data|Bailey_Texas_UnitedStates.JHU_ConfirmedCases.missing|Bailey_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Bailey_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Bailey_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Bailey_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|14.0|0|0.0|0|0.0|0
0|2020-05-28|14.0|0|0.0|0|0.0|0
0|2020-05-29|14.0|0|0.0|0|0.0|0
0|2020-05-30|14.0|0|0.0|0|0.0|0
