|dates|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedCases.data|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|123.0|0|3.0|0|0.0|0
0|2020-05-18|124.0|0|3.0|0|0.0|0
0|2020-05-19|126.0|0|3.0|0|0.0|0
0|2020-05-20|128.0|0|3.0|0|0.0|0
0|2020-05-21|127.0|0|3.0|0|0.0|0
0|2020-05-22|129.0|0|3.0|0|0.0|0
0|2020-05-23|129.0|0|3.0|0|0.0|0
