|dates|Greeley_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Greeley_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Greeley_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Greeley_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Greeley_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Greeley_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2.0|0|0.0|0|0.0|0
0|2020-05-15|2.0|0|0.0|0|0.0|0
0|2020-05-16|2.0|0|0.0|0|0.0|0
