|dates|Hinds_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Hinds_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Hinds_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Hinds_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Hinds_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Hinds_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|773.0|0|22.0|0|0.0|0
0|2020-05-18|772.0|0|22.0|0|0.0|0
0|2020-05-19|786.0|0|22.0|0|0.0|0
0|2020-05-20|800.0|0|23.0|0|0.0|0
0|2020-05-21|825.0|0|24.0|0|0.0|0
0|2020-05-22|855.0|0|24.0|0|0.0|0
0|2020-05-23|855.0|0|24.0|0|0.0|0
