|dates|Salem_Virginia_UnitedStates.JHU_ConfirmedCases.data|Salem_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Salem_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Salem_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Salem_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Salem_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|32.0|0|0.0|0|0.0|0
0|2020-05-18|32.0|0|0.0|0|0.0|0
0|2020-05-19|33.0|0|0.0|0|0.0|0
0|2020-05-20|33.0|0|0.0|0|0.0|0
0|2020-05-21|33.0|0|0.0|0|0.0|0
0|2020-05-22|32.0|0|3.0|0|0.0|0
0|2020-05-23|32.0|0|3.0|0|0.0|0
