|dates|Daviess_Missouri_UnitedStates.JHU_ConfirmedCases.data|Daviess_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Daviess_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Daviess_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Daviess_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Daviess_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|4.0|0|0.0|0|0.0|0
0|2020-05-25|4.0|0|0.0|0|0.0|0
0|2020-05-26|4.0|0|0.0|0|0.0|0
