|dates|Adams_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Adams_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Adams_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Adams_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Adams_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Adams_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|190.0|0|15.0|0|0.0|0
0|2020-05-28|190.0|0|15.0|0|0.0|0
0|2020-05-29|190.0|0|15.0|0|0.0|0
0|2020-05-30|190.0|0|15.0|0|0.0|0
