|dates|Franklin_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Franklin_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|273.0|0|8.0|0|0.0|0
0|2020-05-18|273.0|0|8.0|0|0.0|0
0|2020-05-19|274.0|0|9.0|0|0.0|0
0|2020-05-20|274.0|0|9.0|0|0.0|0
0|2020-05-21|287.0|0|9.0|0|0.0|0
0|2020-05-22|287.0|0|9.0|0|0.0|0
0|2020-05-23|287.0|0|9.0|0|0.0|0
