|dates|Surry_Virginia_UnitedStates.JHU_ConfirmedCases.data|Surry_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Surry_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Surry_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Surry_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Surry_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|6.0|0|1.0|0|0.0|0
0|2020-05-15|6.0|0|1.0|0|0.0|0
0|2020-05-16|6.0|0|1.0|0|0.0|0
