|dates|Jay_Indiana_UnitedStates.JHU_ConfirmedCases.data|Jay_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Jay_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Jay_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Jay_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Jay_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|46.0|0|0.0|0|0.0|0
0|2020-05-28|46.0|0|0.0|0|0.0|0
0|2020-05-29|46.0|0|0.0|0|0.0|0
0|2020-05-30|46.0|0|0.0|0|0.0|0
