|dates|VanBuren_Arkansas_UnitedStates.JHU_ConfirmedCases.data|VanBuren_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|VanBuren_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|VanBuren_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|VanBuren_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|VanBuren_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|28.0|0|2.0|0|0.0|0
0|2020-05-28|28.0|0|2.0|0|0.0|0
0|2020-05-29|28.0|0|2.0|0|0.0|0
0|2020-05-30|28.0|0|2.0|0|0.0|0
