|dates|Gilchrist_Florida_UnitedStates.JHU_ConfirmedCases.data|Gilchrist_Florida_UnitedStates.JHU_ConfirmedCases.missing|Gilchrist_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Gilchrist_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Gilchrist_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Gilchrist_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|11.0|0|0.0|0|0.0|0
0|2020-05-25|12.0|0|0.0|0|0.0|0
0|2020-05-26|12.0|0|0.0|0|0.0|0
