|dates|Chatham_Georgia_UnitedStates.JHU_ConfirmedCases.data|Chatham_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Chatham_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Chatham_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Chatham_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Chatham_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|344.0|0|14.0|0|0.0|0
0|2020-05-15|353.0|0|14.0|0|0.0|0
0|2020-05-16|353.0|0|14.0|0|0.0|0
