|dates|Lancaster_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Lancaster_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Lancaster_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Lancaster_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Lancaster_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Lancaster_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2508.0|0|255.0|0|0.0|0
0|2020-05-18|2552.0|0|263.0|0|0.0|0
0|2020-05-19|2593.0|0|263.0|0|0.0|0
0|2020-05-20|2599.0|0|266.0|0|0.0|0
0|2020-05-21|2690.0|0|269.0|0|0.0|0
0|2020-05-22|2736.0|0|272.0|0|0.0|0
0|2020-05-23|2736.0|0|272.0|0|0.0|0
