|dates|Covington_Alabama_UnitedStates.JHU_ConfirmedCases.data|Covington_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Covington_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Covington_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Covington_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Covington_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|56.0|0|1.0|0|0.0|0
0|2020-05-15|56.0|0|1.0|0|0.0|0
0|2020-05-16|56.0|0|1.0|0|0.0|0
