|dates|Meriwether_Georgia_UnitedStates.JHU_ConfirmedCases.data|Meriwether_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Meriwether_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Meriwether_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Meriwether_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Meriwether_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|72.0|0|1.0|0|0.0|0
0|2020-05-18|70.0|0|1.0|0|0.0|0
0|2020-05-19|70.0|0|1.0|0|0.0|0
0|2020-05-20|73.0|0|1.0|0|0.0|0
0|2020-05-21|76.0|0|2.0|0|0.0|0
0|2020-05-22|78.0|0|2.0|0|0.0|0
0|2020-05-23|78.0|0|2.0|0|0.0|0
