|dates|NezPerce_Idaho_UnitedStates.JHU_ConfirmedCases.data|NezPerce_Idaho_UnitedStates.JHU_ConfirmedCases.missing|NezPerce_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|NezPerce_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|NezPerce_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|NezPerce_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|79.0|0|19.0|0|0.0|0
0|2020-05-15|79.0|0|19.0|0|0.0|0
0|2020-05-16|79.0|0|19.0|0|0.0|0
