|dates|Suffolk_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Suffolk_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Suffolk_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Suffolk_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Suffolk_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Suffolk_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|17417.0|0|838.0|0|0.0|0
0|2020-05-25|17480.0|0|839.0|0|0.0|0
0|2020-05-26|17480.0|0|839.0|0|0.0|0
