|dates|Shasta_California_UnitedStates.JHU_ConfirmedCases.data|Shasta_California_UnitedStates.JHU_ConfirmedCases.missing|Shasta_California_UnitedStates.JHU_ConfirmedDeaths.data|Shasta_California_UnitedStates.JHU_ConfirmedDeaths.missing|Shasta_California_UnitedStates.JHU_ConfirmedRecoveries.data|Shasta_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|37.0|0|4.0|0|0.0|0
0|2020-05-28|37.0|0|4.0|0|0.0|0
0|2020-05-29|37.0|0|4.0|0|0.0|0
0|2020-05-30|37.0|0|4.0|0|0.0|0
