|dates|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|8.0|0|0.0|0|0.0|0
0|2020-05-28|8.0|0|0.0|0|0.0|0
0|2020-05-29|8.0|0|0.0|0|0.0|0
0|2020-05-30|8.0|0|0.0|0|0.0|0
