|dates|Cecil_Maryland_UnitedStates.JHU_ConfirmedCases.data|Cecil_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Cecil_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Cecil_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Cecil_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Cecil_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|345.0|0|21.0|0|0.0|0
0|2020-05-25|348.0|0|21.0|0|0.0|0
0|2020-05-26|348.0|0|21.0|0|0.0|0
