|dates|Cuming_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Cuming_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Cuming_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Cuming_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Cuming_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Cuming_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|31.0|0|0.0|0|0.0|0
0|2020-05-28|31.0|0|0.0|0|0.0|0
0|2020-05-29|31.0|0|0.0|0|0.0|0
0|2020-05-30|31.0|0|0.0|0|0.0|0
