|dates|Imperial_California_UnitedStates.JHU_ConfirmedCases.data|Imperial_California_UnitedStates.JHU_ConfirmedCases.missing|Imperial_California_UnitedStates.JHU_ConfirmedDeaths.data|Imperial_California_UnitedStates.JHU_ConfirmedDeaths.missing|Imperial_California_UnitedStates.JHU_ConfirmedRecoveries.data|Imperial_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|712.0|0|15.0|0|0.0|0
0|2020-05-15|786.0|0|15.0|0|0.0|0
0|2020-05-16|786.0|0|15.0|0|0.0|0
