|dates|Mono_California_UnitedStates.JHU_ConfirmedCases.data|Mono_California_UnitedStates.JHU_ConfirmedCases.missing|Mono_California_UnitedStates.JHU_ConfirmedDeaths.data|Mono_California_UnitedStates.JHU_ConfirmedDeaths.missing|Mono_California_UnitedStates.JHU_ConfirmedRecoveries.data|Mono_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|34.0|0|1.0|0|0.0|0
0|2020-05-18|34.0|0|1.0|0|0.0|0
0|2020-05-19|34.0|0|1.0|0|0.0|0
0|2020-05-20|34.0|0|1.0|0|0.0|0
0|2020-05-21|34.0|0|1.0|0|0.0|0
0|2020-05-22|34.0|0|1.0|0|0.0|0
0|2020-05-23|34.0|0|1.0|0|0.0|0
