|dates|Galax_Virginia_UnitedStates.JHU_ConfirmedCases.data|Galax_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Galax_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Galax_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Galax_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Galax_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|65.0|0|0.0|0|0.0|0
0|2020-05-15|66.0|0|0.0|0|0.0|0
0|2020-05-16|66.0|0|0.0|0|0.0|0
