|dates|LaCrosse_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|LaCrosse_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|LaCrosse_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|LaCrosse_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|LaCrosse_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|LaCrosse_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|45.0|0|0.0|0|0.0|0
0|2020-05-18|45.0|0|0.0|0|0.0|0
0|2020-05-19|47.0|0|0.0|0|0.0|0
0|2020-05-20|47.0|0|0.0|0|0.0|0
0|2020-05-21|47.0|0|0.0|0|0.0|0
0|2020-05-22|48.0|0|0.0|0|0.0|0
0|2020-05-23|48.0|0|0.0|0|0.0|0
