|dates|Claiborne_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Claiborne_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Claiborne_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Claiborne_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Claiborne_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Claiborne_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|59.0|0|10.0|0|0.0|0
0|2020-05-15|59.0|0|10.0|0|0.0|0
0|2020-05-16|59.0|0|10.0|0|0.0|0
