|dates|Ashland_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Ashland_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Ashland_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Ashland_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Ashland_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Ashland_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2.0|0|0.0|0|0.0|0
0|2020-05-28|2.0|0|0.0|0|0.0|0
0|2020-05-29|2.0|0|0.0|0|0.0|0
0|2020-05-30|2.0|0|0.0|0|0.0|0
