|dates|Thurston_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Thurston_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Thurston_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Thurston_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Thurston_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Thurston_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|19.0|0|0.0|0|0.0|0
0|2020-05-18|19.0|0|0.0|0|0.0|0
0|2020-05-19|19.0|0|0.0|0|0.0|0
0|2020-05-20|20.0|0|0.0|0|0.0|0
0|2020-05-21|23.0|0|0.0|0|0.0|0
0|2020-05-22|24.0|0|0.0|0|0.0|0
0|2020-05-23|24.0|0|0.0|0|0.0|0
