|dates|Kent_Michigan_UnitedStates.JHU_ConfirmedCases.data|Kent_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Kent_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Kent_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Kent_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Kent_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2627.0|0|48.0|0|0.0|0
0|2020-05-15|2705.0|0|53.0|0|0.0|0
0|2020-05-16|2705.0|0|53.0|0|0.0|0
