|dates|Tipton_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Tipton_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Tipton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Tipton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Tipton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Tipton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|402.0|0|2.0|0|0.0|0
0|2020-05-15|402.0|0|2.0|0|0.0|0
0|2020-05-16|402.0|0|2.0|0|0.0|0
