|dates|Green_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Green_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Green_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Green_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Green_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Green_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|58.0|0|0.0|0|0.0|0
0|2020-05-28|58.0|0|0.0|0|0.0|0
0|2020-05-29|58.0|0|0.0|0|0.0|0
0|2020-05-30|58.0|0|0.0|0|0.0|0
