|dates|Madison_Ohio_UnitedStates.JHU_ConfirmedCases.data|Madison_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Madison_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|93.0|0|5.0|0|0.0|0
0|2020-05-15|95.0|0|5.0|0|0.0|0
0|2020-05-16|95.0|0|5.0|0|0.0|0
