|dates|Washington_NewYork_UnitedStates.JHU_ConfirmedCases.data|Washington_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Washington_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Washington_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|219.0|0|13.0|0|0.0|0
0|2020-05-18|219.0|0|13.0|0|0.0|0
0|2020-05-19|220.0|0|13.0|0|0.0|0
0|2020-05-20|221.0|0|13.0|0|0.0|0
0|2020-05-21|222.0|0|13.0|0|0.0|0
0|2020-05-22|224.0|0|13.0|0|0.0|0
0|2020-05-23|224.0|0|13.0|0|0.0|0
