|dates|Mayes_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Mayes_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Mayes_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Mayes_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Mayes_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Mayes_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|28.0|0|4.0|0|0.0|0
0|2020-05-18|28.0|0|4.0|0|0.0|0
0|2020-05-19|28.0|0|4.0|0|0.0|0
0|2020-05-20|28.0|0|4.0|0|0.0|0
0|2020-05-21|28.0|0|4.0|0|0.0|0
0|2020-05-22|29.0|0|4.0|0|0.0|0
0|2020-05-23|29.0|0|4.0|0|0.0|0
