|dates|Randolph_Georgia_UnitedStates.JHU_ConfirmedCases.data|Randolph_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Randolph_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Randolph_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Randolph_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Randolph_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|169.0|0|21.0|0|0.0|0
0|2020-05-15|169.0|0|21.0|0|0.0|0
0|2020-05-16|169.0|0|21.0|0|0.0|0
