|dates|Burleigh_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Burleigh_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Burleigh_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Burleigh_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Burleigh_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Burleigh_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|113.0|0|0.0|0|0.0|0
0|2020-05-18|116.0|0|0.0|0|0.0|0
0|2020-05-19|117.0|0|0.0|0|0.0|0
0|2020-05-20|120.0|0|0.0|0|0.0|0
0|2020-05-21|126.0|0|0.0|0|0.0|0
0|2020-05-22|128.0|0|0.0|0|0.0|0
0|2020-05-23|128.0|0|0.0|0|0.0|0
