|dates|Clinton_NewYork_UnitedStates.JHU_ConfirmedCases.data|Clinton_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Clinton_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Clinton_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Clinton_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Clinton_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|95.0|0|4.0|0|0.0|0
0|2020-05-28|95.0|0|4.0|0|0.0|0
0|2020-05-29|95.0|0|4.0|0|0.0|0
0|2020-05-30|95.0|0|4.0|0|0.0|0
