|dates|Wayne_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Wayne_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Wayne_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|832.0|0|15.0|0|0.0|0
0|2020-05-18|867.0|0|15.0|0|0.0|0
0|2020-05-19|867.0|0|15.0|0|0.0|0
0|2020-05-20|888.0|0|16.0|0|0.0|0
0|2020-05-21|888.0|0|16.0|0|0.0|0
0|2020-05-22|949.0|0|18.0|0|0.0|0
0|2020-05-23|949.0|0|18.0|0|0.0|0
