|dates|Clay_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Clay_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Clay_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|18.0|0|0.0|0|0.0|0
0|2020-05-18|18.0|0|0.0|0|0.0|0
0|2020-05-19|19.0|0|0.0|0|0.0|0
0|2020-05-20|19.0|0|0.0|0|0.0|0
0|2020-05-21|20.0|0|0.0|0|0.0|0
0|2020-05-22|22.0|0|0.0|0|0.0|0
0|2020-05-23|22.0|0|0.0|0|0.0|0
