|dates|FortBend_Texas_UnitedStates.JHU_ConfirmedCases.data|FortBend_Texas_UnitedStates.JHU_ConfirmedCases.missing|FortBend_Texas_UnitedStates.JHU_ConfirmedDeaths.data|FortBend_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|FortBend_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|FortBend_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1452.0|0|40.0|0|0.0|0
0|2020-05-15|1471.0|0|40.0|0|0.0|0
0|2020-05-16|1471.0|0|40.0|0|0.0|0
