|dates|Douglas_Illinois_UnitedStates.JHU_ConfirmedCases.data|Douglas_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|28.0|0|0.0|0|0.0|0
0|2020-05-25|27.0|0|0.0|0|0.0|0
0|2020-05-26|27.0|0|0.0|0|0.0|0
