|dates|SantaCruz_California_UnitedStates.JHU_ConfirmedCases.data|SantaCruz_California_UnitedStates.JHU_ConfirmedCases.missing|SantaCruz_California_UnitedStates.JHU_ConfirmedDeaths.data|SantaCruz_California_UnitedStates.JHU_ConfirmedDeaths.missing|SantaCruz_California_UnitedStates.JHU_ConfirmedRecoveries.data|SantaCruz_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|159.0|0|2.0|0|0.0|0
0|2020-05-18|163.0|0|2.0|0|0.0|0
0|2020-05-19|165.0|0|2.0|0|0.0|0
0|2020-05-20|168.0|0|2.0|0|0.0|0
0|2020-05-21|174.0|0|2.0|0|0.0|0
0|2020-05-22|186.0|0|2.0|0|0.0|0
0|2020-05-23|186.0|0|2.0|0|0.0|0
