|dates|Harrison_Indiana_UnitedStates.JHU_ConfirmedCases.data|Harrison_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Harrison_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|166.0|0|14.0|0|0.0|0
0|2020-05-15|168.0|0|15.0|0|0.0|0
0|2020-05-16|168.0|0|15.0|0|0.0|0
