|dates|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2526.0|0|127.0|0|0.0|0
0|2020-05-18|2532.0|0|122.0|0|0.0|0
0|2020-05-19|2554.0|0|124.0|0|0.0|0
0|2020-05-20|2572.0|0|128.0|0|0.0|0
0|2020-05-21|2594.0|0|130.0|0|0.0|0
0|2020-05-22|2620.0|0|133.0|0|0.0|0
0|2020-05-23|2620.0|0|133.0|0|0.0|0
