|dates|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|22.0|0|0.0|0|0.0|0
0|2020-05-15|23.0|0|1.0|0|0.0|0
0|2020-05-16|23.0|0|1.0|0|0.0|0
