|dates|Scioto_Ohio_UnitedStates.JHU_ConfirmedCases.data|Scioto_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Scioto_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Scioto_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Scioto_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Scioto_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|13.0|0|0.0|0|0.0|0
0|2020-05-15|13.0|0|0.0|0|0.0|0
0|2020-05-16|13.0|0|0.0|0|0.0|0
