|dates|Shoshone_Idaho_UnitedStates.JHU_ConfirmedCases.data|Shoshone_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Shoshone_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Shoshone_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Shoshone_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Shoshone_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2127.0|0|65.0|0|0.0|0
0|2020-05-28|2127.0|0|65.0|0|0.0|0
0|2020-05-29|2127.0|0|65.0|0|0.0|0
0|2020-05-30|2127.0|0|65.0|0|0.0|0
