|dates|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1383.0|0|69.0|0|0.0|0
0|2020-05-28|1383.0|0|69.0|0|0.0|0
0|2020-05-29|1383.0|0|69.0|0|0.0|0
0|2020-05-30|1383.0|0|69.0|0|0.0|0
