|dates|Sharp_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Sharp_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Sharp_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Sharp_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Sharp_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Sharp_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|42.0|0|2.0|0|0.0|0
0|2020-05-25|42.0|0|2.0|0|0.0|0
0|2020-05-26|42.0|0|2.0|0|0.0|0
